Type,move_speed,move_time,move_angle,move_acceleration
OTHER_ACTION,0.5,2,3,1
OTHER_ACTION,1.5,3,3,0
OTHER_ACTION,3.5,6,8,2
EXERCISE,2,10,15,5
EXERCISE,2,10,17,7
EXERCISE,2,15,25,10
FALL,0,4,4,0
FALL,0,6,7,1
FALL,0,7,7,0
FALL,0,7,8,1
FALL,0,8,11,3
FALL,0,1,1,0
FALL,0,3,3,0
FALL,0,3,3,0
FALL,0.5,2,2,0
FALL,0,1,1,0
RUN,2.5,14,24,9
EXERCISE,1,4,9,5
EXERCISE,1,4,10,6
EXERCISE,1,1,3,2
OTHER_ACTION,1.5,12,22,10
RUN,5,24,36,10
OTHER_ACTION,2.5,12,18,5
OTHER_ACTION,2.5,14,18,4
OTHER_ACTION,2,13,18,5
OTHER_ACTION,2,13,18,4
OTHER_ACTION,1,10,13,3
EXERCISE,2,13,20,5
EXERCISE,2,9,16,4
OTHER_ACTION,4.5,24,33,9
OTHER_ACTION,3,16,26,10
EXERCISE,0.5,5,10,5
EXERCISE,0.5,7,11,4
EXERCISE,1.5,5,9,4
EXERCISE,1,21,28,7
OTHER_ACTION,1.5,14,21,7
OTHER_ACTION,4,12,20,6
OTHER_ACTION,2.5,11,20,7
OTHER_ACTION,2,7,12,4
OTHER_ACTION,2,6,11,4
OTHER_ACTION,1.5,17,27,10
OTHER_ACTION,1.5,7,13,5
EXERCISE,2,6,13,7
RUN,5,26,36,8
RUN,4.5,23,33,9
EXERCISE,0.5,4,7,3
EXERCISE,0,4,7,3
EXERCISE,0,5,9,4
EXERCISE,0.5,6,10,4
EXERCISE,0.5,5,10,5
OTHER_ACTION,4.5,20,32,9
OTHER_ACTION,3,20,34,9
OTHER_ACTION,2,18,31,10
FALL,0.5,10,13,3
FALL,0.5,7,11,4
EXERCISE,0.5,6,12,5
EXERCISE,0.5,7,12,5
WALK,1.5,5,5,0
WALK,0,3,4,1
RUN,4.5,21,33,10
OTHER_ACTION,0.5,5,10,3
OTHER_ACTION,0.5,7,11,3
OTHER_ACTION,1,7,9,1
OTHER_ACTION,1,8,14,4
EXERCISE,1,1,5,4
EXERCISE,0,3,5,2
EXERCISE,1.5,6,10,2
EXERCISE,1,6,10,4
OTHER_ACTION,7,22,32,10
OTHER_ACTION,2,12,22,10
OTHER_ACTION,1,8,18,8
OTHER_ACTION,3.5,8,17,8
OTHER_ACTION,0.5,14,21,6
RUN,7,27,38,10
RUN,3,19,28,8
RUN,6,22,34,9
RUN,3.5,10,18,7
RUN,6,25,36,10
RUN,6,29,41,10
RUN,4.5,23,34,10
OTHER_ACTION,0.5,2,6,1
OTHER_ACTION,3.5,2,3,0
OTHER_ACTION,3.5,3,8,2
OTHER_ACTION,3.5,5,9,2
OTHER_ACTION,0,4,6,2
OTHER_ACTION,0,3,4,1
OTHER_ACTION,3,5,7,2
EXERCISE,3.5,15,27,10
EXERCISE,1.5,15,27,9
EXERCISE,1,4,7,2
EXERCISE,1,6,10,4
FALL,0,8,11,3
FALL,0,7,9,2
FALL,0,2,3,1
FALL,0,7,9,2
OTHER_ACTION,2.5,19,29,9
OTHER_ACTION,1.5,14,23,9
OTHER_ACTION,1.5,14,25,10
RUN,1.5,16,24,6
OTHER_ACTION,2.5,13,18,4
OTHER_ACTION,1,15,22,5
OTHER_ACTION,1,24,35,9
OTHER_ACTION,2.5,16,26,6
OTHER_ACTION,1,15,24,9
EXERCISE,0.5,5,6,1
EXERCISE,0,4,7,3
EXERCISE,0.5,6,6,0
EXERCISE,0.5,2,3,1
EXERCISE,1.5,6,8,2
OTHER_ACTION,3.5,11,18,7
FALL,0,4,5,1
FALL,0,5,9,4
FALL,0,5,7,2
OTHER_ACTION,0.5,20,30,8
OTHER_ACTION,0.5,13,20,6
OTHER_ACTION,1,9,17,8
RUN,7,15,23,6
RUN,5.5,24,33,8
RUN,5,20,32,10
OTHER_ACTION,4,25,37,9
OTHER_ACTION,3.5,13,24,9
OTHER_ACTION,2.5,16,23,6
RUN,7,28,42,9
FALL,0,8,12,4
RUN,5,31,42,9
OTHER_ACTION,2,10,15,5
OTHER_ACTION,2.5,17,22,4
OTHER_ACTION,2,15,24,8
OTHER_ACTION,1.5,9,18,9
OTHER_ACTION,6,17,27,10
OTHER_ACTION,5,17,27,10
OTHER_ACTION,1.5,14,22,8
OTHER_ACTION,1.5,13,22,9
OTHER_ACTION,1.5,14,24,10
OTHER_ACTION,0,6,6,0
OTHER_ACTION,0.5,3,5,2
OTHER_ACTION,1,3,6,2
OTHER_ACTION,3.5,22,31,9
OTHER_ACTION,4,17,26,9
OTHER_ACTION,1,10,16,6
OTHER_ACTION,1,11,19,8
EXERCISE,3,10,19,7
RUN,6,31,43,10
OTHER_ACTION,2,9,14,5
RUN,4.5,20,31,10
RUN,9,40,54,10
RUN,7,38,51,10
RUN,7,18,28,8
OTHER_ACTION,4.5,19,29,10
OTHER_ACTION,4,24,35,10
OTHER_ACTION,3,15,24,9
RUN,4.5,23,31,8
RUN,3,13,19,5
RUN,3.5,11,20,9
EXERCISE,7,19,29,9
EXERCISE,5.5,13,22,8
EXERCISE,3.5,10,17,6
EXERCISE,1.5,12,17,5
EXERCISE,1,14,20,6
EXERCISE,0.5,8,15,6
EXERCISE,1,14,19,5
EXERCISE,1,5,7,2
EXERCISE,1,4,7,1
EXERCISE,1.5,9,11,1
OTHER_ACTION,5,28.33,41.33,10
OTHER_ACTION,5,15,26,8
OTHER_ACTION,1.5,10,19,8
OTHER_ACTION,1.5,12,20,7
OTHER_ACTION,1,11,22,9
EXERCISE,0.5,8,13,5
EXERCISE,0.5,14,21,6
EXERCISE,0.5,9,14,5
RUN,3,16,30,10
RUN,4,15,27,10
RUN,3,15,28,10
RUN,2.5,17,29,10
OTHER_ACTION,0,11,15,4
OTHER_ACTION,0.5,8,11,3
EXERCISE,7,17,26,6
EXERCISE,3.5,8,13,3
RUN,3.5,29,40,10
RUN,3.5,19,31,10
EXERCISE,1.5,11,19,5
EXERCISE,1.5,13,19,6
RUN,14,50,64,10
RUN,11,38,50,10
RUN,11,36,50,10
RUN,10,32,43,10
FALL,0,4,5,1
OTHER_ACTION,0.5,7,10,1
OTHER_ACTION,0.5,5,10,4
OTHER_ACTION,0.5,8,15,6
FALL,0,14,23,7
FALL,0,14,23,7
FALL,0,2,3,1
FALL,0,4,5,1
FALL,0,2,2,0
OTHER_ACTION,2,13,19,6
FALL,0,4,6,2
FALL,0,6,8,2
FALL,0,9,10,1
FALL,0,6,9,2
RUN,2.5,15,24,9
FALL,0,4,5,1
FALL,0,1,1,0
FALL,0,1,1,0
FALL,0,1,1,0
FALL,0,2,2,0
OTHER_ACTION,0,11,17,5
OTHER_ACTION,1,9,16,6
OTHER_ACTION,0,4,6,2
OTHER_ACTION,1.5,11,15,4
OTHER_ACTION,2.5,3,5,1
EXERCISE,0,5,6,1
FALL,0,5,10,4
FALL,0,4,6,2
FALL,0,3.67,5.67,2
FALL,0,2,2,0
FALL,0,2,2,0
FALL,0,2,3,1
FALL,0,4,7,3
OTHER_ACTION,5.5,7,9,2
OTHER_ACTION,3.5,3,4,1
OTHER_ACTION,3,6,7,0
OTHER_ACTION,3.5,8,11,3
OTHER_ACTION,3,10,12,2
OTHER_ACTION,0.5,9,16,6
OTHER_ACTION,1.5,7,14,6
OTHER_ACTION,1.5,8,16,7
OTHER_ACTION,0.5,6,7,0
EXERCISE,0,14,19,5
EXERCISE,0.5,9,15,6
EXERCISE,0.5,5,7,2
EXERCISE,4,4,9,4
EXERCISE,2.5,9,14,4
EXERCISE,2,7,13,5
EXERCISE,2,6,10,3
EXERCISE,1.5,9,16,6
EXERCISE,0.5,8,13,5
EXERCISE,0.5,6,10,4
EXERCISE,0.5,8,14,6
FALL,0,3,4,1
FALL,0,2,4,2
FALL,0,5,9,4
EXERCISE,1,7,14,4
EXERCISE,0.5,7,13,5
EXERCISE,0.5,4,7,1
EXERCISE,0.5,9,15,3
EXERCISE,1,9,14,4
EXERCISE,1.5,4,11,7
EXERCISE,1.5,5,12,6
EXERCISE,1.5,9,17,6
EXERCISE,1.5,9,16,7
FALL,1.5,7,9,2
FALL,0.5,6,8,2
FALL,0,5,7,2
OTHER_ACTION,2.5,15,18,3
OTHER_ACTION,1.5,9,11,2
OTHER_ACTION,1.5,4,7,3
OTHER_ACTION,1.5,8,11,3
EXERCISE,2.5,8,12,3
FALL,2,3,3,0
FALL,0.5,2,3,1
FALL,0,5,7,1
FALL,0.5,2,2,0
FALL,1,3,3,0
OTHER_ACTION,3,4,5,0
OTHER_ACTION,2,1,4,0
FALL,0,2,2,0
FALL,0,1,1,0
EXERCISE,1,4,6,2
EXERCISE,1,3,7,3
FALL,0,0,0,0
FALL,0,0,0,0
EXERCISE,1,10,15,3
EXERCISE,2,9,13,2
OTHER_ACTION,2.5,11,21,8
OTHER_ACTION,1,10,19,7
OTHER_ACTION,8,34,43,5
OTHER_ACTION,4.5,17,25,5
OTHER_ACTION,2.5,12,18,4
OTHER_ACTION,3.5,18,25,5
RUN,8,27,41,10
RUN,4.5,13,22,7
RUN,4.5,9,17,6
OTHER_ACTION,2,1,2,1
OTHER_ACTION,1,2,3,1
OTHER_ACTION,2,3,4,1
RUN,4.5,22,30,6
RUN,4.5,13,21,6
FALL,0,8,12,4
FALL,0,5,7,1
FALL,0,5,6,1
FALL,0,7,10,2
FALL,0,6,11,4
OTHER_ACTION,1,7,14,7
OTHER_ACTION,1,9,17,5
OTHER_ACTION,0.5,10,13,3
OTHER_ACTION,2.5,19,29,10
OTHER_ACTION,2,14,23,9
OTHER_ACTION,2.5,12,20,8
FALL,0,5,7,2
FALL,0,2,5,2
FALL,0,11,19,7
FALL,0.5,9,16,6
RUN,4,15,25,10
RUN,3,13,23,10
FALL,0,6,8,2
FALL,0,9,12,3
EXERCISE,3,8,13,4
EXERCISE,3.5,11,18,6
EXERCISE,2,12,17,4
EXERCISE,1.5,9,14,4
OTHER_ACTION,3,7,12,5
OTHER_ACTION,3,15,25,10
OTHER_ACTION,2,15,25,10
OTHER_ACTION,1.5,13,23,10
FALL,0,4,5,1
FALL,0,6,11,3
FALL,0,5,9,4
EXERCISE,0,9,13,4
EXERCISE,0,5,9,3
EXERCISE,0,6,8,2
EXERCISE,0,8,10,2
EXERCISE,0.5,5,9,3
FALL,0,5,7,2
FALL,0,5,7,2
FALL,0,3,5,2
EXERCISE,0.5,1,1,0
EXERCISE,0.5,1,1,0
EXERCISE,0.5,2,3,1
FALL,0,4,7,3
RUN,4.5,24,37,9
RUN,4,21,32,7
RUN,2,23,36,9
EXERCISE,2.5,14,20,6
EXERCISE,3,6,14,7
EXERCISE,2,4,9,5
EXERCISE,1.5,6,10,4
EXERCISE,0.5,11,13,2
RUN,5,24,35,9
RUN,3,17,28,9
FALL,1,3,4,1
FALL,0,6,8,2
FALL,0,2,4,2
FALL,0,3,7,4
FALL,0,3,5,2
OTHER_ACTION,7,29,43,10
OTHER_ACTION,4,22,34,10
EXERCISE,1,0,0,0
EXERCISE,1.5,2,2,0
EXERCISE,1.5,1,1,0
EXERCISE,1.5,5,8,2
OTHER_ACTION,3,18,28,10
OTHER_ACTION,1.5,11,20,7
OTHER_ACTION,2.5,26,37,10
EXERCISE,6,14,22,7
EXERCISE,4.5,9,16,6
EXERCISE,0.5,11,15,4
EXERCISE,1,9,14,5
EXERCISE,2.5,10,16,5
RUN,4,26,35,8
EXERCISE,1.5,9,15,6
EXERCISE,1.5,6,10,4
RUN,2,13,24,10
RUN,2.5,15,24,8
EXERCISE,1.5,5,9,4
EXERCISE,1,7,8,1
EXERCISE,1,8,12,2
OTHER_ACTION,0.5,11,14,3
EXERCISE,2,5,10,5
EXERCISE,2,17,25,6
EXERCISE,1,7,12,3
EXERCISE,0.5,5,9,4
EXERCISE,0.5,4,7,2
EXERCISE,3,18,24,5
EXERCISE,1,4,6,2
EXERCISE,1,7,11,4
EXERCISE,1.5,9,12,3
OTHER_ACTION,9,37,52,10
OTHER_ACTION,5.5,28,39,10
EXERCISE,0.5,8,14,4
OTHER_ACTION,2.5,23,33,9
EXERCISE,0.5,7,9,1
EXERCISE,0.5,5,9,3
OTHER_ACTION,3.5,16,24,8
EXERCISE,1.5,6,11,4
OTHER_ACTION,3,20,27,7
EXERCISE,2,12,17,3
EXERCISE,1,10,18,5
OTHER_ACTION,3,11,18,7
EXERCISE,0.5,8,13,4
EXERCISE,1.5,12,20,6
EXERCISE,2,10,17,7
EXERCISE,1,13,24,9
EXERCISE,2.5,4,7,2
EXERCISE,0.5,4,7,2
EXERCISE,0.5,9,14,3
EXERCISE,0.5,3,4,0
EXERCISE,2,5,6,0
EXERCISE,1,11,14,3
EXERCISE,1,11,16,4
EXERCISE,0.5,6,9,2
FALL,0,2,5,3
EXERCISE,0.5,8,15,7
FALL,0,4,6,2
FALL,0,4,7,2
EXERCISE,1,11,15,3
FALL,0,9,12,3
OTHER_ACTION,9,34,48,10
OTHER_ACTION,3.5,24,34,10
OTHER_ACTION,2.5,17,28,10
EXERCISE,1,10,18,7
OTHER_ACTION,2,17,27,10
EXERCISE,0.5,14,20,6
EXERCISE,1.5,11,17,6
EXERCISE,0.5,7,15,7
EXERCISE,1,14,21,6
EXERCISE,0.5,10,16,5
EXERCISE,1,6,10,4
EXERCISE,1,12,22,9
EXERCISE,1,10,23,8
EXERCISE,1,12,19,6
EXERCISE,1,13,19,5
EXERCISE,1,9,16,6
EXERCISE,2,18,28,7
EXERCISE,1,13,22,5
EXERCISE,0,2,2,0
EXERCISE,1,0,0,0
EXERCISE,0.5,3,3,0
EXERCISE,1,3,3,0
EXERCISE,4.5,8,13,4
EXERCISE,2,5,10,5
EXERCISE,1,9,15,5
EXERCISE,1.5,4,7,2
EXERCISE,2.5,7,9,2
EXERCISE,2,5,5,0
OTHER_ACTION,2.5,4,6,2
OTHER_ACTION,9,49,63,10
FALL,0,2,5,3
OTHER_ACTION,0.5,9,15,5
FALL,0,6.33,11.33,5
OTHER_ACTION,1.5,9,15,6
FALL,0,2,2,0
OTHER_ACTION,1,11,17,6
OTHER_ACTION,2.5,10.33,16.33,6
OTHER_ACTION,1.5,6,12,5
OTHER_ACTION,1.5,6,8,2
FALL,0,5,9,4
OTHER_ACTION,1,7.33,9.33,2
OTHER_ACTION,1,8,12,4
FALL,0,4,9,4
OTHER_ACTION,2,20,29,8
OTHER_ACTION,1.5,13,22,7
FALL,3,4,10,4
FALL,0.5,5,9,3
FALL,0,3,3,0
FALL,0,3,4,1
OTHER_ACTION,7,31,43,10
OTHER_ACTION,4.5,23,36,10
OTHER_ACTION,3.5,18,29,10
OTHER_ACTION,3,14,23,9
RUN,4,22,32,10
RUN,12,31,43,9
RUN,10,25,36,8
RUN,5.5,20,32,9
RUN,6,14,25,8
EXERCISE,3,14,22,7
EXERCISE,2,12,21,8
EXERCISE,2,13,19,5
EXERCISE,2,7,13,5
RUN,8,22,34,10
RUN,4.5,19,32,10
RUN,4.5,19,30,10
RUN,5.5,16,26,8
FALL,0,7,9,2
FALL,0,4,7,3
FALL,0,3,6,3
FALL,0,8,14,6
FALL,0,9,12,3
OTHER_ACTION,0,6,9,3
OTHER_ACTION,0,6,9,2
FALL,0,5,8,3
FALL,0,5,6,1
FALL,0,7,9,2
FALL,0,5,8,3
RUN,4,7,12,4
OTHER_ACTION,1,11.67,19.67,7
FALL,0,6,7,0
FALL,0,2,3,0
FALL,0,5,9,3
FALL,0,6.33,10.33,4
OTHER_ACTION,10,35,49,10
FALL,0,4,6,2
FALL,0,4,6,1
FALL,0,2,5,2
OTHER_ACTION,4,21.33,32.33,9
FALL,0,2,4,2
FALL,0,5,7,2
FALL,0,2,3,1
FALL,0,3,4,1
FALL,0,2,3,1
FALL,0,3,4,1
EXERCISE,1,6,10,4
EXERCISE,1,5,7,2
EXERCISE,1,5,8,3
RUN,7,26,39,10
EXERCISE,2,21,28,6
EXERCISE,2,14,22,7
FALL,0.5,10,14,4
FALL,0,6,10,3
FALL,0,5.67,8.67,3
EXERCISE,2,7,11,4
EXERCISE,0.5,11,17,5
EXERCISE,1,7,13,6
EXERCISE,0.5,11,17,5
FALL,0,6,12,4
FALL,0,3,6,2
FALL,0,5,10,4
FALL,0,3,6,2
EXERCISE,1.5,5,6,1
EXERCISE,2,3,7,2
EXERCISE,1.5,2,4,1
EXERCISE,2,4,8,4
FALL,0,4,4,0
OTHER_ACTION,1,5,7,1
FALL,0,3,5,2
EXERCISE,2,5,9,4
EXERCISE,0.5,4,7,3
EXERCISE,1,3,7,4
FALL,0.5,6,14,4
OTHER_ACTION,1.5,20,31,10
OTHER_ACTION,1.5,14,25,10
OTHER_ACTION,2,11,21,9
OTHER_ACTION,1,14,23,8
OTHER_ACTION,12,27,40,10
OTHER_ACTION,6.5,14,25,10
OTHER_ACTION,4.5,19,30,10
OTHER_ACTION,3,21,31,10
OTHER_ACTION,1.5,12,20,7
OTHER_ACTION,1.5,11,19,7
FALL,0,11,16,3
EXERCISE,2.5,6,9,3
EXERCISE,1.5,3,3,0
EXERCISE,0.5,3,6,3
EXERCISE,1,5,7,2
EXERCISE,0.5,5,7,2
FALL,0.5,10,14,4
FALL,0.5,7,10,3
FALL,0,7,9,2
FALL,0,8,11,3
FALL,0,7,11,3
OTHER_ACTION,1,6,10,4
OTHER_ACTION,2.5,6,11,5
EXERCISE,0.5,6,8,1
EXERCISE,0.5,3,4,0
EXERCISE,0.5,6,8,1
FALL,0.5,7,11,3
FALL,0,7,12,3
FALL,0,4,8,3
FALL,0,3,5,1
EXERCISE,2,11,14,3
EXERCISE,1.5,15,21,6
EXERCISE,2,18,23,5
EXERCISE,1,10,15,5
OTHER_ACTION,2.5,16,24,7
EXERCISE,0,8,19,6
EXERCISE,0.5,3,7,4
OTHER_ACTION,1,12,15,3
OTHER_ACTION,2.5,21,31,9
FALL,0,1,1,0
FALL,0,10,12,2
OTHER_ACTION,5.5,16,24,8
FALL,0.5,5,10,5
FALL,0,3,8,5
FALL,0,5,8,3
OTHER_ACTION,1.5,13,23,7
OTHER_ACTION,0.5,11,18,5
FALL,0.5,5,8,1
EXERCISE,0.5,8,15,6
EXERCISE,1,13,19,5
EXERCISE,0.5,9,17,7
EXERCISE,0,1,6,3
EXERCISE,0.5,2,5,3
EXERCISE,0.5,2,6,4
EXERCISE,0.5,6,11,4
EXERCISE,0.5,6,9,3
EXERCISE,1,4,4,0
EXERCISE,1.5,6,11,5
EXERCISE,6,19,28,7
EXERCISE,6,9,14,4
EXERCISE,5.5,11,16,4
EXERCISE,3.5,19,30,10
OTHER_ACTION,3.5,18.33,28.33,10
EXERCISE,4,11,17,6
OTHER_ACTION,5,24,34,10
OTHER_ACTION,4.5,21,29,8
OTHER_ACTION,3.5,11,17,6
OTHER_ACTION,2.5,10,20,10
OTHER_ACTION,1.5,6,10,3
OTHER_ACTION,4.5,14,20,6
OTHER_ACTION,3,11,16,5
OTHER_ACTION,3.5,11,16,5
EXERCISE,1,9,10,1
EXERCISE,0.5,4,7,3
EXERCISE,0.5,4,6,2
EXERCISE,0.5,5,9,3
EXERCISE,1,6,9,3
EXERCISE,0.5,9,19,5
EXERCISE,1.5,9,15,4
OTHER_ACTION,1,11,16,5
OTHER_ACTION,5,19,31,10
OTHER_ACTION,3.5,17,28,10
FALL,1,3,3,0
FALL,0.5,6,8,2
FALL,0.5,1,3,1
FALL,0,4,6,1
FALL,0.5,5,9,3
RUN,3,16.67,23.67,7
FALL,0,6,8,2
FALL,0,8,10,1
FALL,0,3,5,2
FALL,0,4,7,3
OTHER_ACTION,0.5,10,14,4
OTHER_ACTION,0.5,8,11,3
OTHER_ACTION,1,5,10,5
OTHER_ACTION,0.5,8,12,4
OTHER_ACTION,2,4,6,1
OTHER_ACTION,1.5,3,5,1
OTHER_ACTION,2,2,3,0
OTHER_ACTION,2,6,8,2
OTHER_ACTION,1,6,6,0
EXERCISE,1,6,16,9
EXERCISE,1,10,17,5
EXERCISE,2,15,23,7
EXERCISE,2.5,5,9,3
EXERCISE,1.5,10,13,3
EXERCISE,2,12,18,5
EXERCISE,1.5,9,15,6
FALL,0,10,14,4
OTHER_ACTION,7,28,42,10
FALL,0,8,12,4
FALL,0,6,11,5
FALL,0,6,12,5
FALL,2,4,5,1
FALL,2.5,2,4,1
FALL,0,5,7,2
FALL,1,5,8,2
FALL,0.5,4,6,1
FALL,0,6,9,3
FALL,0,7,11,4
FALL,0,6,9,3
FALL,0,5,8,3
FALL,0,2,7,3
FALL,0,7,9,1
FALL,0,3,5,2
FALL,4.5,6,16,10
FALL,0,7,13,6
FALL,0,2,2,0
FALL,0,2,4,2
EXERCISE,1.5,2,4,2
EXERCISE,2,3,6,3
EXERCISE,1.5,6,10,4
EXERCISE,1.5,5,8,3
EXERCISE,1.5,5,7,2
EXERCISE,2,5,7,2
OTHER_ACTION,2.5,9,18,7
OTHER_ACTION,2.5,10,19,8
EXERCISE,0,5,11,5
RUN,3.5,23,33,9
OTHER_ACTION,1.5,2,5,2
OTHER_ACTION,1.5,4,8,3
OTHER_ACTION,1.5,2,7,3
RUN,5,37,52,10
FALL,0,6,8,2
FALL,0,6.67,9.67,3
FALL,0,4,6,2
FALL,0,4,4,0
FALL,0,4,6,2
FALL,0,11,14,2
FALL,0,5,9,4
FALL,0,7,9,2
FALL,0,4,6,2
FALL,0,8,14,6
FALL,0,5,8,3
FALL,0,5,8,2
FALL,0,6,8,2
FALL,0,6,7,1
RUN,5,15.33,26.33,10
FALL,0,3,6,3
OTHER_ACTION,3,26,37,10
OTHER_ACTION,1.5,26,36,10
FALL,0,5,10,3
FALL,0,11,15,2
FALL,0,7,15,5
OTHER_ACTION,6,22.67,34.67,10
FALL,0,8,13,4
FALL,1,6.33,7.33,1
OTHER_ACTION,1,17,25,7
OTHER_ACTION,1.5,14,25,10
OTHER_ACTION,1.5,11,21,10
FALL,0.5,6,11,5
EXERCISE,1.5,1,1,0
EXERCISE,1,2,3,1
EXERCISE,0.5,1,2,1
EXERCISE,0.5,4,6,2
EXERCISE,2,5,7,2
OTHER_ACTION,1,12,17,5
OTHER_ACTION,1,6,10,4
OTHER_ACTION,2.5,9,13,3
OTHER_ACTION,3,10,14,4
FALL,0,4,9,3
FALL,0,8,12,2
FALL,0,5,9,3
FALL,0,5,10,3
FALL,0,5,9,3
OTHER_ACTION,1.5,10.67,18.67,6
OTHER_ACTION,1,5,12,6
OTHER_ACTION,0.5,9,16,6
OTHER_ACTION,1,10,20,9
RUN,4.5,16,27,8
EXERCISE,0,8,11,3
EXERCISE,0,7,10,3
EXERCISE,0,7,11,4
EXERCISE,0.5,5,7,2
EXERCISE,0.5,10,17,7
FALL,0.5,2,3,1
FALL,0,4,8,4
FALL,0.5,5,9,2
FALL,0,6,9,2
OTHER_ACTION,2.5,13,20,6
OTHER_ACTION,1.5,11,19,8
FALL,0,8,9,0
FALL,0,6,8,1
FALL,0,7,10,2
FALL,0,5,9,3
FALL,0,10,13,3
FALL,0,3,6,3
FALL,0,5,9,3
FALL,0.5,7,14,7
FALL,0,7,10,3
FALL,1,9,15,6
OTHER_ACTION,0.5,9,17,8
OTHER_ACTION,2.5,14.33,23.33,9
FALL,0,9,15,4
FALL,0,2,3,0
FALL,0,2,3,1
FALL,0,3,6,1
FALL,0,7,10,2
EXERCISE,0,5,6,1
EXERCISE,0.5,4,5,1
EXERCISE,2.5,5,12,2
EXERCISE,1,5,8,2
EXERCISE,1.5,5,8,2
EXERCISE,0.5,8,9,1
EXERCISE,0.5,6,10,3
OTHER_ACTION,1.5,8,10,2
EXERCISE,0.5,8,14,4
OTHER_ACTION,16,25,39,10
OTHER_ACTION,10,23,37,10
OTHER_ACTION,4,13,24,10
OTHER_ACTION,5.5,13,24,9
OTHER_ACTION,3.5,24,38,10
OTHER_ACTION,4.5,13,20,7
FALL,0,4,5,1
FALL,0.5,1,2,1
FALL,0,1,2,1
FALL,0,4,7,3
FALL,0,3,4,1
FALL,0,9,11,2
FALL,0,5,9,2
FALL,0,7,12,4
EXERCISE,1,7,10,3
EXERCISE,0.5,11,15,4
EXERCISE,0.5,9,14,5
EXERCISE,0.5,8,12,4
EXERCISE,0.5,12,17,5
OTHER_ACTION,2,7,10,3
OTHER_ACTION,1,6,8,2
OTHER_ACTION,0.5,6,7,1
OTHER_ACTION,0.5,6,8,2
OTHER_ACTION,1,8,18,10
EXERCISE,0,5,5,0
EXERCISE,0,3,4,1
EXERCISE,0.5,4,4,0
EXERCISE,0.5,4,6,2
EXERCISE,0,3,6,3
EXERCISE,1,4,8,4
EXERCISE,1,7,9,2
EXERCISE,1,6,12,6
EXERCISE,1,8,12,4
RUN,4,23,33,9
OTHER_ACTION,1.5,12,21,8
OTHER_ACTION,1,15,23,6
OTHER_ACTION,1.5,12,19,6
OTHER_ACTION,1.5,17,27,7
OTHER_ACTION,0.5,15,21,4
OTHER_ACTION,1,13,21,6
EXERCISE,0.5,12,19,5
FALL,0,4,6,1
EXERCISE,1,4,10,4
EXERCISE,0.5,4,9,4
EXERCISE,0.5,7,15,6
OTHER_ACTION,1,9,15,5
OTHER_ACTION,2.5,20.33,28.33,8
OTHER_ACTION,4.5,23,35,10
EXERCISE,1,12,19,5
OTHER_ACTION,3,13,22,7
OTHER_ACTION,1.5,20,30,9
FALL,1.5,5,7,2
FALL,1.5,9,11,2
FALL,0,9,13,3
FALL,0,10,12,2
OTHER_ACTION,0,2,2,0
FALL,0.5,2,4,2
FALL,0,6,9,3
FALL,0,3,6,3
FALL,0,7,11,4
FALL,0,9,15,6
FALL,0.5,7,11,4
FALL,0,5,11,6
FALL,0,5,10,5
FALL,0,3,7,4
OTHER_ACTION,3.5,16,23,7
OTHER_ACTION,2,7,14,7
OTHER_ACTION,2,7,12,5
OTHER_ACTION,1.5,12,18,6
EXERCISE,0.5,8,14,6
EXERCISE,0.5,12,18,6
EXERCISE,0.5,14,21,7
EXERCISE,0.5,12,18,6
RUN,5,18,27,9
FALL,0,12,19,6
FALL,0,9,15,5
FALL,0,8,13,3
FALL,0,15,24,7
EXERCISE,0,5,10,5
EXERCISE,1,4,9,5
EXERCISE,1.5,8,15,7
EXERCISE,2,6,10,4
EXERCISE,1.5,9,17,6
EXERCISE,2.5,10,17,7
EXERCISE,0.5,8,12,4
EXERCISE,1.5,7,11,4
EXERCISE,0.5,7,11,4
FALL,1.5,8,16,8
FALL,0,6,7,1
FALL,0,2,3,1
FALL,0,5,7,2
FALL,0,3,6,3
FALL,0.5,3,6,2
FALL,0,4,7,3
EXERCISE,0.5,7,10,3
EXERCISE,0.5,9,12,3
FALL,0,3,6,3
FALL,0.5,4,7,3
FALL,0,3,4,1
FALL,0,3,6,2
OTHER_ACTION,5.5,16,25,9
OTHER_ACTION,3.5,11,17,6
OTHER_ACTION,2.5,15,22,7
OTHER_ACTION,2.5,13,20,7
FALL,6,18,26,6
FALL,0,2,2,0
FALL,0,4,7,2
FALL,0,7,9,2
EXERCISE,1,7,14,5
EXERCISE,1,3,3,0
EXERCISE,0.5,3,4,1
EXERCISE,0.5,4,9,3
RUN,2,14,24,7
RUN,2.5,19,29,9
FALL,0.5,5,10,4
FALL,0,8,9,1
EXERCISE,0.5,6,9,3
EXERCISE,0.5,5,8,3
EXERCISE,0.5,8,14,6
FALL,0,12,15,3
FALL,1,5,6,1
FALL,0,9,11,2
FALL,0,5,9,3
FALL,0,4,8,3
RUN,11,23,35,9
RUN,8,24,37,10
RUN,5,22,34,9
OTHER_ACTION,0.5,5,8,3
OTHER_ACTION,0.5,9,13,4
OTHER_ACTION,6,19,31,10
OTHER_ACTION,2.5,14,25,10
OTHER_ACTION,1.5,15,26,8
OTHER_ACTION,2.5,11,20,9
EXERCISE,3.5,11,16,5
OTHER_ACTION,4.5,25,35,9
